0;1;watt2,0,Left;watt4,0
0;2;watt2,1,Left;watt4,0
0;3;watt2,2,Left;watt4,0
3;4;watt1,0,Bottom;watt4,0;watt2,2,Left
3;5;watt1,1,Bottom;watt4,0;watt2,2,Left
3;6;watt1,2,Bottom;watt4,0;watt2,2,Left
3;7;watt1,3,Bottom;watt4,0;watt2,2,Left
3;8;watt1,4,Bottom;watt4,0;watt2,2,Left
3;9;watt1,5,Bottom;watt4,0;watt2,2,Left
3;10;watt1,6,Bottom;watt4,0;watt2,2,Left
3;11;watt1,7,Bottom;watt4,0;watt2,2,Left
3;12;watt1,0,Right;watt4,0;watt2,2,Left
3;13;watt1,1,Right;watt4,0;watt2,2,Left
3;14;watt1,2,Right;watt4,0;watt2,2,Left
2999;4727;watt3,5,Bottom;watt0,0;watt1,0,Left;watt2,2,Right
2999;4728;watt3,6,Bottom;watt0,0;watt1,0,Left;watt2,2,Right
2999;4729;watt3,7,Bottom;watt0,0;watt1,0,Left;watt2,2,Right
2999;4730;watt3,0,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4731;watt3,1,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4732;watt3,2,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4733;watt3,3,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4734;watt3,4,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4735;watt3,5,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4736;watt3,6,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4737;watt3,7,Top;watt0,0;watt1,0,Left;watt2,2,Right
2999;4738;watt3,0,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2999;4739;watt3,1,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2999;4740;watt3,2,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2999;4741;watt3,3,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2999;4742;watt3,4,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2999;4743;watt3,5,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2999;4744;watt3,6,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2999;4745;watt3,7,Parallel;watt0,0;watt1,0,Left;watt2,2,Right
2713;4746;watt4,6,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4747;watt4,7,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4748;watt4,6,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4749;watt4,7,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4750;watt1,0,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4751;watt1,1,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4752;watt1,2,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4753;watt1,3,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4754;watt1,4,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4755;watt1,5,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4756;watt1,6,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4757;watt1,7,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4758;watt1,0,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4759;watt1,1,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4760;watt1,2,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4761;watt1,3,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4762;watt1,4,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4763;watt1,5,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4764;watt1,6,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4765;watt1,7,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4766;watt5,0,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4767;watt5,1,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4768;watt5,2,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4769;watt5,3,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4770;watt5,4,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4771;watt5,5,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4772;watt5,6,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4773;watt5,7,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4774;watt5,0,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4775;watt5,1,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4776;watt5,2,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4777;watt5,3,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4778;watt5,4,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4779;watt5,5,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4780;watt5,6,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4781;watt5,7,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4782;watt3,0,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4783;watt3,1,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4784;watt3,2,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4785;watt3,3,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4786;watt3,4,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4787;watt3,5,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4788;watt3,6,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4789;watt3,7,Left;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4790;watt3,0,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4791;watt3,1,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4792;watt3,2,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4793;watt3,3,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4794;watt3,4,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4795;watt3,5,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4796;watt3,6,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2713;4797;watt3,7,Parallel;watt0,0;watt2,1,Bottom;watt1,5,Right;watt5,6,Top
2400;4798;watt1,0,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4799;watt1,1,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4800;watt1,2,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4801;watt1,3,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4802;watt1,4,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4803;watt1,5,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4804;watt1,6,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4805;watt1,7,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4806;watt1,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4807;watt1,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4808;watt1,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4809;watt1,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4810;watt1,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4811;watt1,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4812;watt1,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4813;watt1,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4814;watt5,0,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4815;watt5,1,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4816;watt5,2,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4817;watt5,3,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4818;watt5,4,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4819;watt5,5,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4820;watt5,6,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4821;watt5,7,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4822;watt5,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4823;watt5,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4824;watt5,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4825;watt5,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4826;watt5,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4827;watt5,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4828;watt5,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4829;watt5,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4830;watt3,0,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4831;watt3,1,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4832;watt3,2,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4833;watt3,3,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4834;watt3,4,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4835;watt3,5,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4836;watt3,6,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4837;watt3,7,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4838;watt3,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4839;watt3,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4840;watt3,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4841;watt3,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4842;watt3,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4843;watt3,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4844;watt3,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
2400;4845;watt3,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right
1211;4846;watt2,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4847;watt2,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4848;watt2,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4849;watt2,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4850;watt2,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4851;watt2,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4852;watt2,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4853;watt2,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4854;watt1,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4855;watt1,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4856;watt1,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4857;watt1,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4858;watt1,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4859;watt1,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4860;watt1,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4861;watt1,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4862;watt5,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4863;watt5,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4864;watt5,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4865;watt5,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4866;watt5,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4867;watt5,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4868;watt5,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4869;watt5,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4870;watt3,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4871;watt3,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4872;watt3,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4873;watt3,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4874;watt3,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4875;watt3,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4876;watt3,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
1211;4877;watt3,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt1,5,Right;watt4,5,Top
0;4878;watt2,0,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4879;watt2,1,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4880;watt2,2,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4881;watt2,3,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4882;watt2,4,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4883;watt2,5,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4884;watt2,6,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4885;watt2,7,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4886;watt2,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4887;watt2,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4888;watt2,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4889;watt2,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4890;watt2,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4891;watt2,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4892;watt2,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4893;watt2,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4894;watt1,0,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4895;watt1,1,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4896;watt1,2,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4897;watt1,3,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4898;watt1,4,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4899;watt1,5,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4900;watt1,6,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4901;watt1,7,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4902;watt1,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4903;watt1,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4904;watt1,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4905;watt1,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4906;watt1,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4907;watt1,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4908;watt1,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4909;watt1,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4910;watt5,0,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4911;watt5,1,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4912;watt5,2,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4913;watt5,3,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4914;watt5,4,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4915;watt5,5,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4916;watt5,6,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4917;watt5,7,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4918;watt5,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4919;watt5,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4920;watt5,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4921;watt5,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4922;watt5,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4923;watt5,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4924;watt5,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4925;watt5,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4926;watt3,0,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4927;watt3,1,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4928;watt3,2,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4929;watt3,3,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4930;watt3,4,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4931;watt3,5,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4932;watt3,6,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4933;watt3,7,Top;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4934;watt3,0,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4935;watt3,1,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4936;watt3,2,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4937;watt3,3,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4938;watt3,4,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4939;watt3,5,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4940;watt3,6,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;4941;watt3,7,Parallel;watt0,0;watt2,0,Left;watt5,3,Bottom;watt4,4,Right
0;1;watt4,0,Left;watt3,0
0;2;watt4,1,Left;watt3,0
0;3;watt4,2,Left;watt3,0
3;4;watt2,0,Bottom;watt3,0;watt4,2,Left
3;5;watt2,1,Bottom;watt3,0;watt4,2,Left
3;6;watt2,2,Bottom;watt3,0;watt4,2,Left
3;7;watt2,3,Bottom;watt3,0;watt4,2,Left
3;8;watt2,4,Bottom;watt3,0;watt4,2,Left
3;9;watt2,5,Bottom;watt3,0;watt4,2,Left
3;10;watt2,6,Bottom;watt3,0;watt4,2,Left
3;11;watt2,7,Bottom;watt3,0;watt4,2,Left
3;12;watt2,0,Right;watt3,0;watt4,2,Left
12;13;watt1,0,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;14;watt1,1,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;15;watt1,2,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;16;watt1,3,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;17;watt1,4,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;18;watt1,5,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;19;watt1,6,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;20;watt1,7,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;21;watt1,0,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;22;watt1,1,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;23;watt1,2,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;24;watt1,3,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;25;watt1,4,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;26;watt1,5,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;27;watt1,6,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;28;watt1,7,Top;watt3,0;watt4,2,Left;watt2,0,Right
12;29;watt1,0,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;30;watt1,1,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;31;watt1,2,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;32;watt1,3,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;33;watt1,4,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;34;watt1,5,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;35;watt1,6,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;36;watt1,7,Parallel;watt3,0;watt4,2,Left;watt2,0,Right
12;37;watt5,0,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;38;watt5,1,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;39;watt5,2,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;40;watt5,3,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;41;watt5,4,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;42;watt5,5,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;43;watt5,6,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;44;watt5,7,Bottom;watt3,0;watt4,2,Left;watt2,0,Right
12;45;watt5,0,Top;watt3,0;watt4,2,Left;watt2,0,Right
45;46;watt1,0,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;47;watt1,1,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;48;watt1,2,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;49;watt1,3,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;50;watt1,4,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;51;watt1,5,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;52;watt1,6,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;53;watt1,7,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;54;watt1,0,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;55;watt1,1,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;56;watt1,2,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;57;watt1,3,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;58;watt1,4,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;59;watt1,5,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;60;watt1,6,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;61;watt1,7,Parallel;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;62;watt0,0,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;63;watt0,1,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;64;watt0,2,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;65;watt0,3,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
45;66;watt0,4,Bottom;watt3,0;watt4,2,Left;watt2,0,Right;watt5,0,Top
